link_id,tick,load_units,load_ratio,status,observed_latency_ms
Caelum-Dawn,278,16.7,0.1813,ok,124326.307
Caelum-Dawn,279,64.8,0.7039,ok,674626.79
Caelum-Dawn,280,8.4,0.0909,ok,117610.338
Caelum-Dawn,281,33.4,0.3629,ok,179405.896
Caelum-Dawn,282,17.1,0.1859,ok,125518.293
Caelum-Dawn,283,21.4,0.2321,ok,137272.353
Caelum-Dawn,284,28.5,0.3102,ok,157790.132
Caelum-Dawn,285,6.1,0.0663,ok,114329.262
Caelum-Dawn,286,39.5,0.4289,ok,214963.089
Caelum-Dawn,287,32.8,0.3564,ok,178701.259
Caelum-Dawn,288,8.8,0.0958,ok,114414.093
Caelum-Dawn,289,17.8,0.1939,ok,127997.511
Caelum-Dawn,290,14.2,0.154,ok,119058.406
Caelum-Dawn,291,38.3,0.4163,ok,210762.767
Caelum-Dawn,292,22.0,0.2386,ok,137384.588
Caelum-Dawn,293,17.5,0.1903,ok,122198.944
Caelum-Dawn,294,7.8,0.085,ok,115147.703
Caelum-Dawn,295,5.0,0.0547,ok,111335.483
Caelum-Dawn,296,33.2,0.361,ok,179212.444
Caelum-Dawn,297,16.3,0.1773,ok,126544.366
Caelum-Dawn,298,40.8,0.4434,ok,230498.018
Caelum-Dawn,299,32.9,0.3576,ok,175418.737
Caelum-Dawn,300,12.2,0.1325,ok,115250.918
Caelum-Dawn,301,9.4,0.1021,ok,112389.655
Caelum-Dawn,302,46.2,0.5026,ok,280059.77
Caelum-Dawn,303,33.0,0.3586,ok,178136.169
Caelum-Dawn,304,20.6,0.2244,ok,135090.084
Caelum-Dawn,305,25.6,0.2778,ok,143150.918
Caelum-Dawn,306,39.2,0.4258,ok,214275.549
Caelum-Dawn,307,34.7,0.3774,ok,186897.505
Caelum-Dawn,308,42.3,0.4601,ok,245924.354
Caelum-Dawn,309,28.9,0.3141,ok,159680.417
Caelum-Dawn,310,11.6,0.126,ok,
Caelum-Dawn,311,46.5,0.5055,ok,288157.688
Caelum-Dawn,312,9.7,0.1053,ok,114511.192
Caelum-Dawn,313,56.7,0.6164,ok,442555.238
Caelum-Dawn,314,25.2,0.2737,ok,143124.808
Caelum-Dawn,315,31.7,0.3447,ok,173847.856
Caelum-Dawn,316,34.6,0.3766,ok,186034.708
Caelum-Dawn,317,8.8,0.0957,ok,117238.913
Caelum-Dawn,318,37.2,0.4045,ok,205018.472
Caelum-Dawn,319,15.5,0.1688,ok,123811.669
Caelum-Dawn,320,14.6,0.1591,ok,119382.634
Caelum-Dawn,321,45.1,0.4899,ok,269805.893
Caelum-Dawn,322,28.1,0.3052,ok,157705.364
Caelum-Dawn,323,29.0,0.3148,ok,162805.395
Caelum-Dawn,324,13.3,0.1445,ok,119153.673
Caelum-Dawn,325,28.9,0.3139,ok,159914.986
Caelum-Dawn,326,22.1,0.2403,ok,
Caelum-Dawn,327,4.9,0.0536,ok,113147.509
Caelum-Dawn,328,19.1,0.2073,ok,
Caelum-Dawn,329,24.5,0.2658,ok,144582.694
Caelum-Dawn,330,52.8,0.5744,ok,369069.577
Caelum-Dawn,331,23.4,0.2544,ok,
Caelum-Dawn,332,55.0,0.5981,ok,410977.717
Caelum-Dawn,333,,0.1435,ok,117828.654
Caelum-Dawn,334,15.3,0.1667,ok,123811.868
Caelum-Dawn,335,18.2,0.1975,ok,126439.665
Caelum-Dawn,336,39.1,0.4252,ok,213694.426
Caelum-Dawn,337,23.9,0.2597,ok,143387.685
Caelum-Dawn,338,43.5,0.473,ok,256392.246
Caelum-Dawn,339,17.1,0.1859,ok,127565.969
Caelum-Dawn,340,14.4,0.1562,ok,121312.208
Caelum-Dawn,341,31.6,0.343,ok,172054.203
Caelum-Dawn,342,50.4,0.5483,ok,331328.025
Caelum-Dawn,343,35.7,0.388,ok,195178.029
Caelum-Dawn,344,32.4,0.3524,ok,173190.504
Caelum-Dawn,345,,0.2595,ok,144379.272
Caelum-Dawn,346,17.1,0.1858,ok,215730.505
Caelum-Dawn,347,20.4,0.2214,ok,131790.419
Caelum-Dawn,348,38.1,0.4137,ok,211473.623
Caelum-Dawn,349,43.1,0.4689,ok,248919.19
Caelum-Dawn,350,68.7,0.7466,ok,850527.683
Caelum-Dawn,351,8.2,0.0896,ok,116893.18
Caelum-Dawn,352,31.7,0.3444,ok,173494.125
Caelum-Dawn,353,17.9,0.194,ok,125052.522
Caelum-Dawn,354,29.9,0.3248,ok,165262.505
Caelum-Dawn,355,12.4,0.1348,ok,121942.288
Caelum-Dawn,356,25.9,0.2818,ok,148910.344
Caelum-Dawn,357,,0.4905,ok,271884.987
Caelum-Dawn,358,19.0,0.2067,ok,130325.673
Caelum-Dawn,359,22.9,0.2488,ok,138462.294
Caelum-Dawn,360,24.4,0.2657,ok,144772.641
Caelum-Dawn,361,5.8,0.0633,ok,115994.96
Caelum-Dawn,362,38.6,0.4197,ok,216892.831
Caelum-Dawn,363,24.6,0.2671,ok,146079.274
Caelum-Dawn,364,28.0,0.304,ok,158318.55
Caelum-Dawn,365,8.2,0.0896,ok,116015.682
Caelum-Dawn,366,31.5,0.3423,ok,171328.972
Caelum-Dawn,367,44.7,0.4863,ok,266343.529
Caelum-Dawn,368,33.7,0.3668,ok,184016.235
Caelum-Dawn,369,57.7,0.6273,ok,469757.43
Caelum-Dawn,370,59.6,0.6476,ok,510596.948
Caelum-Dawn,371,5.5,0.0598,ok,117535.571
Caelum-Dawn,372,50.1,0.5447,ok,332423.621
Caelum-Dawn,373,11.2,0.1219,ok,117466.774
Caelum-Dawn,374,35.4,0.3848,ok,190045.883
Caelum-Dawn,375,28.1,0.3051,ok,154584.781
Caelum-Dawn,376,,0.2159,ok,131622.359
Caelum-Dawn,377,27.9,0.3034,ok,157020.789
Caelum-Dawn,378,36.2,0.3939,ok,200213.542
Caelum-Dawn,379,60.0,0.6523,ok,522459.216
Caelum-Dawn,380,66.2,0.7199,ok,733653.006
Caelum-Dawn,381,66.1,0.7183,ok,727089.794
Caelum-Dawn,382,6.8,0.0735,ok,118174.653
Caelum-Dawn,383,13.9,0.1505,ok,119503.747
Caelum-Dawn,384,21.4,0.2328,ok,135588.634
Caelum-Dawn,385,21.5,0.2333,ok,
Caelum-Dawn,386,33.5,0.3644,ok,178266.236
Caelum-Dawn,387,14.5,0.1571,ok,123403.921
Caelum-Dawn,388,24.4,0.2658,ok,143553.95
Caelum-Dawn,389,29.6,0.3218,ok,162551.275
Caelum-Dawn,390,22.6,0.2452,ok,136645.816
Caelum-Dawn,391,47.5,0.5168,ok,298286.653
Caelum-Dawn,392,40.6,0.4415,ok,229477.574
Caelum-Dawn,393,49.5,0.5378,ok,321265.667
Caelum-Dawn,394,38.4,0.4171,ok,210208.213
Caelum-Dawn,395,,0.1571,ok,119294.419
Caelum-Dawn,396,46.4,0.5042,ok,284669.243
Caelum-Dawn,397,30.0,0.3262,ok,163701.425
Caelum-Dawn,398,47.7,0.5188,ok,298307.267
Caelum-Dawn,399,38.4,0.4172,ok,208498.959
Caelum-Dawn,400,15.4,0.1674,ok,123511.339
Caelum-Dawn,401,17.3,0.1877,ok,129167.409
Caelum-Dawn,402,65.2,0.7089,ok,691656.415
Caelum-Dawn,403,5.9,0.0636,ok,109843.111
Caelum-Dawn,404,5.8,0.0635,ok,114295.238
Caelum-Dawn,405,25.6,0.2788,ok,149210.605
Caelum-Dawn,406,21.5,0.2335,ok,134722.569
Caelum-Dawn,407,13.3,0.1449,ok,118726.879
Caelum-Dawn,408,9.2,0.1001,ok,116057.582
Caelum-Dawn,409,,0.3094,ok,157292.54
Caelum-Dawn,410,27.2,0.2958,ok,148159.459
Caelum-Dawn,411,32.0,0.3477,ok,176380.513
Caelum-Dawn,412,47.7,0.5183,ok,298936.688
Caelum-Dawn,413,37.0,0.402,ok,201405.348
Caelum-Dawn,414,51.8,0.5628,ok,355593.953
Caelum-Dawn,415,6.6,0.0719,ok,112687.582
Caelum-Dawn,416,36.7,0.3991,ok,196148.774
Caelum-Dawn,417,30.5,0.3317,ok,168880.233
Caelum-Dawn,418,28.4,0.3086,ok,157838.305
Caelum-Dawn,419,29.2,0.317,ok,160526.587
Caelum-Dawn,420,14.2,0.1548,ok,122522.763
Caelum-Dawn,421,12.4,0.1351,ok,119329.993
Caelum-Dawn,422,23.9,0.2603,ok,141712.519
Caelum-Dawn,423,18.9,0.2052,ok,123547.626
Caelum-Dawn,424,36.6,0.3973,ok,556646.23
Caelum-Dawn,425,28.6,0.3109,ok,156055.216
Caelum-Dawn,426,42.0,0.4567,ok,
Caelum-Dawn,427,1.3,0.0138,ok,109223.422
Caelum-Dawn,428,32.0,0.3484,ok,173789.723
Caelum-Dawn,429,59.0,0.6417,ok,498204.512
Caelum-Dawn,430,14.8,0.1606,ok,122221.385
Caelum-Dawn,431,19.4,0.2107,ok,
Caelum-Dawn,432,39.6,0.4302,ok,222725.466
Caelum-Dawn,433,66.0,0.7174,ok,720174.234
Caelum-Dawn,434,13.7,0.1485,ok,119411.216
Caelum-Dawn,435,31.9,0.3469,ok,
Caelum-Dawn,436,6.3,0.0688,ok,112345.106
Caelum-Dawn,437,26.8,0.2918,ok,151294.267
Caelum-Dawn,438,60.0,0.6518,ok,517157.212
Caelum-Dawn,439,57.5,0.6245,ok,457746.655
Caelum-Dawn,440,13.5,0.1463,ok,116260.759
Caelum-Dawn,441,14.8,0.1609,ok,
Caelum-Dawn,442,32.6,0.3544,ok,178124.631
Caelum-Dawn,443,15.8,0.1713,ok,126087.779
Caelum-Dawn,444,19.8,0.2154,ok,134147.845
Caelum-Dawn,445,53.0,0.5761,ok,372049.973
Caelum-Dawn,446,,0.3089,ok,
Caelum-Dawn,447,33.1,0.3593,ok,177420.266
Caelum-Dawn,448,31.3,0.3397,ok,168725.955
Caelum-Dawn,449,30.3,0.3294,ok,165369.155
Caelum-Dawn,450,46.8,0.5082,ok,290196.959
Caelum-Dawn,451,35.3,0.3834,ok,189162.337
Caelum-Dawn,452,2.1,0.0231,ok,107100.625
Caelum-Dawn,453,56.1,0.6096,ok,430762.819
Caelum-Dawn,454,22.1,0.2404,ok,138852.126
Caelum-Dawn,455,23.5,0.2552,ok,140180.839
Caelum-Dawn,456,19.2,0.2092,ok,128991.725
Caelum-Dawn,457,74.5,0.81,ok,1266961.227
Caelum-Dawn,458,17.0,0.1847,ok,124303.973
Caelum-Dawn,459,22.3,0.2422,ok,76704.098
Caelum-Dawn,460,16.4,0.1782,ok,123903.084
Caelum-Dawn,461,52.5,0.5709,ok,367297.4
Caelum-Dawn,462,15.8,0.1722,ok,124187.892
Caelum-Dawn,463,31.7,0.3442,ok,170462.465
Caelum-Dawn,464,47.6,0.517,ok,297627.082
Caelum-Dawn,465,17.6,0.1911,ok,127535.801
Caelum-Dawn,466,4.7,0.0506,ok,108258.964
Caelum-Dawn,467,21.8,0.2367,ok,134730.072
Caelum-Dawn,468,18.4,0.2001,ok,125723.549
Caelum-Dawn,469,35.7,0.3881,ok,191468.409
Caelum-Dawn,470,19.2,0.2087,ok,132722.118
Caelum-Dawn,471,35.6,0.3872,ok,195372.44
Caelum-Dawn,472,20.5,0.2234,ok,131654.751
Caelum-Dawn,473,43.5,0.4734,ok,
Caelum-Dawn,474,17.5,0.1905,ok,127090.583
Caelum-Dawn,475,31.6,0.3436,ok,171801.227
Caelum-Dawn,476,16.1,0.1745,ok,125213.604
Caelum-Dawn,477,32.2,0.3503,ok,176144.737
Caelum-Dawn,478,7.4,0.0808,ok,114147.243
Caelum-Dawn,479,17.9,0.1947,ok,127020.965
Caelum-Dawn,480,26.6,0.2887,ok,151796.718
Caelum-Dawn,481,57.5,0.6251,ok,458623.568
Caelum-Dawn,482,43.3,0.4711,ok,252791.071
Caelum-Dawn,483,24.9,0.2704,ok,143409.425
Caelum-Dawn,484,27.5,0.2986,ok,155954.946
Caelum-Dawn,485,27.6,0.3,ok,156252.447
Caelum-Dawn,486,16.5,0.179,ok,123926.315
Caelum-Dawn,487,10.0,0.1086,ok,118684.392
Caelum-Dawn,488,37.9,0.4118,ok,209620.562
Caelum-Dawn,489,41.3,0.4489,ok,235359.795
Caelum-Dawn,490,62.0,0.6743,ok,581056.38
Caelum-Dawn,491,11.9,0.1299,ok,116427.55
Caelum-Dawn,492,28.5,0.3096,ok,159731.408
Caelum-Dawn,493,12.5,0.1355,ok,116786.184
Caelum-Dawn,494,5.1,0.0551,ok,112490.877
Caelum-Dawn,495,7.9,0.0861,ok,115248.122
Caelum-Dawn,496,24.6,0.2676,ok,146346.185
Caelum-Dawn,497,34.2,0.3712,ok,183107.999
Caelum-Dawn,498,17.5,0.1904,ok,125502.068
Caelum-Dawn,499,24.8,0.2698,ok,146606.865
Caelum-Elysium,0,16.7,0.2015,ok,142775.584
Caelum-Elysium,1,20.3,0.2447,ok,158824.463
Caelum-Elysium,2,19.0,0.2283,ok,
Caelum-Elysium,3,6.9,0.0827,ok,125632.8
Caelum-Elysium,4,19.5,0.2344,ok,159462.929
Caelum-Elysium,5,26.1,0.3147,ok,181415.826
Caelum-Elysium,6,40.6,0.4895,ok,306062.939
Caelum-Elysium,7,34.2,0.4115,ok,239263.604
Caelum-Elysium,8,20.1,0.2421,ok,155172.191
Caelum-Elysium,9,23.3,0.2811,ok,166596.991
Caelum-Elysium,10,22.0,0.2655,ok,163892.406
Caelum-Elysium,11,50.3,0.6061,ok,
Caelum-Elysium,12,19.5,0.235,ok,151991.789
Caelum-Elysium,13,26.8,0.3232,ok,185526.983
Caelum-Elysium,14,23.2,0.2794,ok,165036.024
Caelum-Elysium,15,51.1,0.6151,ok,498494.055
Caelum-Elysium,16,41.4,0.4994,ok,314647.412
Caelum-Elysium,17,20.6,0.2478,ok,154938.707
Caelum-Elysium,18,33.9,0.4087,ok,232911.77
Caelum-Elysium,19,12.6,0.1519,ok,135083.512
Caelum-Elysium,20,61.4,0.7398,ok,929651.756
Caelum-Elysium,21,25.8,0.3111,ok,175760.304
Caelum-Elysium,22,14.5,0.1746,ok,141620.633
Caelum-Elysium,23,32.9,0.3969,ok,229096.246
Caelum-Elysium,24,54.1,0.6513,ok,591110.546
Caelum-Elysium,25,45.3,0.5453,ok,378942.18
Caelum-Elysium,26,10.4,0.1257,ok,132032.267
Caelum-Elysium,27,20.8,0.2508,ok,158645.32
Caelum-Elysium,28,26.2,0.3155,ok,181582.909
Caelum-Elysium,29,25.1,0.3026,ok,174865.701
Caelum-Elysium,30,37.0,0.4458,ok,263995.153
Caelum-Elysium,31,14.1,0.1703,ok,137507.533
Caelum-Elysium,32,14.8,0.1782,ok,142718.723
Caelum-Elysium,33,13.2,0.1595,ok,138191.331
Caelum-Elysium,34,20.0,0.2409,ok,151045.948
Caelum-Elysium,35,14.2,0.1713,ok,142618.936
Caelum-Elysium,36,43.6,0.5251,ok,346967.778
Caelum-Elysium,37,22.0,0.2651,ok,166914.724
Caelum-Elysium,38,30.4,0.3667,ok,207328.35
Caelum-Elysium,39,13.8,0.1657,ok,140501.607
Caelum-Elysium,40,17.2,0.2076,ok,146395.613
Caelum-Elysium,41,25.2,0.3035,ok,176563.553
Caelum-Elysium,42,25.3,0.3042,ok,175136.867
Caelum-Elysium,43,16.8,0.2025,ok,142757.037
Caelum-Elysium,44,27.7,0.3342,ok,194010.784
Caelum-Elysium,45,27.5,0.3314,ok,189786.829
Caelum-Elysium,46,34.2,0.4126,ok,237164.461
Caelum-Elysium,47,32.4,0.3909,ok,218286.247
Caelum-Elysium,48,8.3,0.1003,ok,131475.539
Caelum-Elysium,49,40.5,0.4876,ok,305545.909
Caelum-Elysium,50,46.7,0.5623,ok,400672.423
Caelum-Elysium,51,7.7,0.0928,ok,130182.218
Caelum-Elysium,52,21.4,0.258,ok,160770.863
Caelum-Elysium,53,36.0,0.4339,ok,254171.666
Caelum-Elysium,54,,0.3023,ok,177881.194
Caelum-Elysium,55,13.2,0.1585,ok,140985.065
Caelum-Elysium,56,12.0,0.1447,ok,135954.36
Caelum-Elysium,57,5.3,0.0633,ok,129947.803
Caelum-Elysium,58,37.7,0.4547,ok,273918.762
Caelum-Elysium,59,24.1,0.2899,ok,167132.072
Caelum-Elysium,60,7.5,0.0898,ok,131247.594
Caelum-Elysium,61,17.2,0.2072,ok,146897.28
Caelum-Elysium,62,13.6,0.1638,ok,137941.357
Caelum-Elysium,63,30.2,0.3644,ok,204159.715
Caelum-Elysium,64,16.4,0.1971,ok,148217.151
Caelum-Elysium,65,23.7,0.285,ok,169255.292
Caelum-Elysium,66,24.6,0.2963,ok,174532.104
Caelum-Elysium,67,15.9,0.1911,ok,143704.458
Caelum-Elysium,68,25.6,0.3085,ok,183174.768
Caelum-Elysium,69,28.1,0.3382,ok,192898.264
Caelum-Elysium,70,17.8,0.2146,ok,145175.995
Caelum-Elysium,71,20.2,0.2434,ok,157539.837
Caelum-Elysium,72,33.7,0.4056,ok,233477.215
Caelum-Elysium,73,31.9,0.3848,ok,125215.058
Caelum-Elysium,74,35.5,0.4273,ok,411777.071
Caelum-Elysium,75,6.6,0.0793,ok,127906.908
Caelum-Elysium,76,45.3,0.5458,ok,378455.977
Caelum-Elysium,77,56.9,0.6856,ok,
Caelum-Elysium,78,13.5,0.1626,ok,143319.44
Caelum-Elysium,79,27.9,0.3362,ok,190516.176
Caelum-Elysium,80,37.8,0.4553,ok,270088.331
Caelum-Elysium,81,35.8,0.431,ok,251481.049
Caelum-Elysium,82,42.5,0.5122,ok,330548.605
Caelum-Elysium,83,,0.2594,ok,162264.492
Caelum-Elysium,84,15.8,0.1902,ok,148483.068
Caelum-Elysium,85,63.4,0.7634,ok,1063628.759
Caelum-Elysium,86,9.1,0.1094,ok,130275.03
Caelum-Elysium,87,20.8,0.2506,ok,158145.357
Caelum-Elysium,88,30.1,0.3629,ok,200899.283
Caelum-Elysium,89,16.3,0.197,ok,147026.468
Caelum-Elysium,90,34.7,0.418,ok,239969.469
Caelum-Elysium,91,32.4,0.3908,ok,498966.986
Caelum-Elysium,92,44.0,0.5296,ok,354776.462
Caelum-Elysium,93,20.0,0.2412,ok,149883.642
Caelum-Elysium,94,26.0,0.3134,ok,182627.34
Caelum-Elysium,95,25.1,0.3018,ok,180753.211
Caelum-Elysium,96,14.6,0.1757,ok,142090.568
Caelum-Elysium,97,23.1,0.2784,ok,167781.537
Caelum-Elysium,98,12.3,0.1486,ok,
Caelum-Elysium,99,25.1,0.3028,ok,178252.642
Caelum-Elysium,100,27.4,0.3298,ok,187122.932
Caelum-Elysium,101,1.4,0.0172,ok,122273.022
Caelum-Elysium,102,21.9,0.2635,ok,166584.854
Caelum-Elysium,103,39.6,0.4775,ok,293069.152
Caelum-Elysium,104,29.5,0.3557,ok,205293.638
Caelum-Elysium,105,20.6,0.248,ok,159675.274
Caelum-Elysium,106,22.1,0.2666,ok,162686.333
Caelum-Elysium,107,19.2,0.2314,ok,152590.917
Caelum-Elysium,108,41.3,0.4971,ok,313735.247
Caelum-Elysium,109,8.3,0.0995,ok,128247.889
Caelum-Elysium,110,24.0,0.2897,ok,173034.669
Caelum-Elysium,111,44.8,0.5403,ok,366138.951
Caelum-Elysium,112,,0.1171,ok,130632.352
Caelum-Elysium,113,17.5,0.2111,ok,148784.183
Caelum-Elysium,114,15.1,0.1822,ok,140764.521
Caelum-Elysium,115,28.2,0.3393,ok,195363.059
Caelum-Elysium,116,29.0,0.3495,ok,198472.935
Caelum-Elysium,117,38.1,0.4585,ok,276119.468
Caelum-Elysium,118,32.8,0.3949,ok,228937.411
Caelum-Elysium,119,5.8,0.0695,ok,
Caelum-Elysium,120,10.9,0.1317,ok,135527.054
Caelum-Elysium,121,23.6,0.2838,ok,96972.477
Caelum-Elysium,122,32.9,0.3965,ok,223376.004
Caelum-Elysium,123,17.8,0.2148,ok,149514.833
Caelum-Elysium,124,20.9,0.2512,ok,159402.467
Caelum-Elysium,125,19.3,0.2326,ok,155816.572
Caelum-Elysium,126,20.2,0.243,ok,156843.903
Caelum-Elysium,127,10.6,0.1272,ok,129988.856
Caelum-Elysium,128,38.9,0.4684,ok,282200.933
Caelum-Elysium,129,13.7,0.1646,ok,139853.214
Caelum-Elysium,130,11.6,0.1401,ok,136063.608
Caelum-Elysium,131,48.0,0.5777,ok,423892.378
Caelum-Elysium,132,22.0,0.2653,ok,162513.867
Caelum-Elysium,133,15.7,0.1889,ok,384929.984
Caelum-Elysium,134,22.0,0.2649,ok,164760.735
Caelum-Elysium,135,51.6,0.6218,ok,515553.738
Caelum-Elysium,136,53.3,0.6422,ok,562385.959
Caelum-Elysium,137,21.7,0.2618,ok,162237.56
Caelum-Elysium,138,22.0,0.2657,ok,158784.865
Caelum-Elysium,139,,0.4848,ok,299706.323
Caelum-Elysium,140,,0.3576,ok,202330.196
Caelum-Elysium,141,25.2,0.3031,ok,176673.744
Caelum-Elysium,142,10.6,0.1276,ok,132612.182
Caelum-Elysium,143,34.5,0.4151,ok,241246.123
Caelum-Elysium,144,30.0,0.3614,ok,205432.712
Caelum-Elysium,145,12.8,0.1545,ok,
Caelum-Elysium,146,14.9,0.1795,ok,
Caelum-Elysium,147,,0.4976,ok,318632.862
Caelum-Elysium,148,53.2,0.6411,ok,558210.449
Caelum-Elysium,149,27.9,0.3365,ok,193318.413
Caelum-Elysium,150,,0.1674,ok,142803.967
Caelum-Elysium,151,28.4,0.342,ok,196239.066
Caelum-Elysium,152,10.2,0.1235,ok,134197.157
Caelum-Elysium,153,9.4,0.1129,ok,132941.238
Caelum-Elysium,154,46.5,0.5608,ok,399503.623
Caelum-Elysium,155,5.5,0.066,ok,127647.119
Caelum-Elysium,156,17.7,0.2137,ok,
Caelum-Elysium,157,5.3,0.0643,ok,130797.93
Caelum-Elysium,158,23.7,0.2854,ok,169764.429
Caelum-Elysium,159,14.6,0.1755,ok,142975.545
Caelum-Elysium,160,24.8,0.2993,ok,176750.023
Caelum-Elysium,161,19.6,0.2356,ok,154394.832
Caelum-Elysium,162,21.6,0.2605,ok,161830.423
Caelum-Elysium,163,25.3,0.3047,ok,177944.429
Caelum-Elysium,164,39.2,0.4717,ok,288283.596
Caelum-Elysium,165,11.6,0.1396,ok,
Caelum-Elysium,166,,0.1037,ok,137500.765
Caelum-Elysium,167,15.0,0.1804,ok,148158.647
Caelum-Elysium,168,12.3,0.1484,ok,136067.134
Caelum-Elysium,169,11.8,0.1428,ok,131220.589
Caelum-Elysium,170,16.6,0.2,ok,145499.96
Caelum-Elysium,171,9.4,0.1139,ok,134828.879
Caelum-Elysium,172,20.2,0.2439,ok,154476.563
Caelum-Elysium,173,26.8,0.3224,ok,182719.845
Caelum-Elysium,174,,0.5154,ok,336667.212
Caelum-Elysium,175,10.0,0.1204,ok,135593.355
Caelum-Elysium,176,19.4,0.2337,ok,158338.252
Caelum-Elysium,177,45.6,0.5499,ok,380744.21
Caelum-Elysium,178,12.0,0.1443,ok,134834.872
Caelum-Elysium,179,31.2,0.3756,ok,216080.315
Caelum-Elysium,180,15.2,0.1826,ok,143759.595
Caelum-Elysium,181,55.8,0.6724,ok,654231.935
Caelum-Elysium,182,21.0,0.2526,ok,154300.178
Caelum-Elysium,183,54.3,0.6543,ok,594594.045
Caelum-Elysium,184,35.6,0.4291,ok,247498.609
Caelum-Elysium,185,43.9,0.5286,ok,350318.559
Caelum-Elysium,186,17.7,0.2128,ok,150854.262
Caelum-Elysium,187,16.8,0.2018,ok,145934.068
Caelum-Elysium,188,16.8,0.2019,ok,149398.431
Caelum-Elysium,189,32.1,0.3873,ok,216528.78
Caelum-Elysium,190,34.9,0.4208,ok,242267.742
Caelum-Elysium,191,41.4,0.4983,ok,315459.745
Caelum-Elysium,192,13.3,0.16,ok,136345.616
Caelum-Elysium,193,8.9,0.1067,ok,126813.827
Caelum-Elysium,194,12.2,0.147,ok,135584.627
Caelum-Elysium,195,39.2,0.4719,ok,287811.728
Caelum-Elysium,196,23.8,0.2868,ok,165574.382
Caelum-Elysium,197,35.9,0.4328,ok,251464.683
Caelum-Elysium,198,21.7,0.2615,ok,161817.026
Caelum-Elysium,199,,0.284,ok,167380.653
Caelum-Elysium,200,3.9,0.0469,ok,
Caelum-Elysium,201,,0.284,ok,166623.544
Caelum-Elysium,202,21.1,0.2543,ok,158379.683
Caelum-Elysium,203,6.2,0.0752,ok,130732.81
Caelum-Elysium,204,,0.041,ok,123883.474
Caelum-Elysium,205,10.3,0.1237,ok,130925.662
Caelum-Elysium,206,23.7,0.2857,ok,167985.182
Caelum-Elysium,207,27.3,0.3289,ok,186657.617
Caelum-Elysium,208,2.3,0.0276,ok,126869.302
Caelum-Elysium,209,30.7,0.3698,ok,209295.735
Caelum-Elysium,210,14.7,0.1765,ok,142148.591
Caelum-Elysium,211,37.1,0.4474,ok,
Caelum-Elysium,212,40.3,0.4858,ok,301823.028
Caelum-Elysium,213,13.7,0.1649,ok,136931.597
Caelum-Elysium,214,41.0,0.4935,ok,311861.419
Caelum-Elysium,215,21.9,0.2637,ok,157311.373
Caelum-Elysium,216,45.3,0.5462,ok,376801.757
Caelum-Elysium,217,54.6,0.6575,ok,607698.982
Caelum-Elysium,218,57.5,0.6933,ok,724108.951
Caelum-Elysium,219,8.7,0.1043,ok,133332.664
Caelum-Elysium,220,17.2,0.2072,ok,145280.435
Caelum-Elysium,221,14.6,0.1759,ok,141158.136
Caelum-Elysium,222,46.0,0.5544,ok,388674.568
Caelum-Elysium,223,5.6,0.0669,ok,128586.922
Caelum-Elysium,224,32.2,0.3883,ok,221888.969
Caelum-Elysium,225,36.1,0.4355,ok,251273.149
Caelum-Elysium,226,14.8,0.1784,ok,145874.929
Caelum-Elysium,227,,0.2622,ok,160142.628
Caelum-Elysium,228,10.6,0.1279,ok,128232.898
Caelum-Elysium,229,2.4,0.0287,ok,125445.527
Caelum-Elysium,230,39.7,0.4779,ok,291563.596
Caelum-Elysium,231,21.1,0.2541,ok,160169.786
Caelum-Elysium,232,27.7,0.3338,ok,188027.796
Caelum-Elysium,233,15.0,0.1808,ok,143971.389
Caelum-Elysium,234,29.4,0.3547,ok,198911.165
Caelum-Elysium,235,8.2,0.0988,ok,133181.657
Caelum-Elysium,236,24.4,0.2942,ok,170997.926
Caelum-Elysium,237,15.8,0.1903,ok,140119.319
Caelum-Elysium,238,31.7,0.3817,ok,220338.61
Caelum-Elysium,239,29.0,0.3497,ok,196089.535
Caelum-Elysium,240,37.0,0.4456,ok,258614.267
Caelum-Elysium,241,9.8,0.1179,ok,134667.423
Caelum-Elysium,242,20.9,0.2515,ok,161821.185
Caelum-Elysium,243,27.2,0.3279,ok,187016.689
Caelum-Elysium,244,22.1,0.2657,ok,163166.272
Caelum-Elysium,245,53.1,0.6402,ok,560140.265
Caelum-Elysium,246,35.3,0.4252,ok,252219.512
Caelum-Elysium,247,25.8,0.3107,ok,180739.365
Caelum-Elysium,248,12.4,0.1497,ok,138948.621
Caelum-Elysium,249,11.7,0.1413,ok,136613.254
Caelum-Elysium,250,22.0,0.2652,ok,160404.996
Caelum-Elysium,251,30.7,0.3698,ok,212725.004
Caelum-Elysium,252,19.0,0.2295,ok,161883.471
Caelum-Elysium,253,10.1,0.122,ok,132794.858
Caelum-Elysium,254,14.6,0.1758,ok,139012.111
Caelum-Elysium,255,,0.2455,ok,158466.298
Caelum-Elysium,256,19.1,0.2302,ok,
Caelum-Elysium,257,11.3,0.1365,ok,138369.155
Caelum-Elysium,258,14.4,0.1732,ok,140501.228
Caelum-Elysium,259,13.5,0.1627,ok,139837.228
Caelum-Elysium,260,39.7,0.4779,ok,295013.773
Caelum-Elysium,261,31.7,0.3821,ok,216445.913
Caelum-Elysium,262,11.0,0.1321,ok,133619.23
Caelum-Elysium,263,22.1,0.2668,ok,169039.423
Caelum-Elysium,264,38.1,0.4591,ok,271146.767
Caelum-Elysium,265,39.1,0.4714,ok,288787.493
