link_id,tick,traffic_share,jammed_flag
Boreas-Dawn,252,0.04485,False
Boreas-Elysium,252,0.09319,False
Boreas-Fenix,252,0.11268,False
Caelum-Dawn,252,0.0363,False
Caelum-Elysium,252,0.06277,False
Caelum-Fenix,252,0.03246,False
Dawn-Elysium,252,0.08014,False
Dawn-Fenix,252,0.07564,False
Elysium-Fenix,252,0.07811,False
Aegis-Boreas,253,0.05207,False
Aegis-Dawn,253,0.04506,False
Aegis-Elysium,253,0.0534,False
Boreas-Dawn,253,0.01491,False
Boreas-Elysium,253,0.2957,False
Boreas-Fenix,253,0.05441,False
Caelum-Dawn,253,0.01272,False
Caelum-Elysium,253,0.0811,False
Caelum-Fenix,253,0.12595,False
Dawn-Elysium,253,0.02746,False
Dawn-Fenix,253,,False
Elysium-Fenix,253,0.17448,False
Aegis-Boreas,254,,False
Aegis-Dawn,254,0.15228,False
Aegis-Elysium,254,0.10018,False
Boreas-Dawn,254,0.11399,True
Boreas-Elysium,254,0.01828,False
Boreas-Fenix,254,0.35293,False
Caelum-Dawn,254,2e-05,False
Caelum-Elysium,254,0.01637,False
Caelum-Fenix,254,0.11885,False
Dawn-Elysium,254,0.04871,False
Dawn-Fenix,254,0.03879,False
Elysium-Fenix,254,0.01295,False
Aegis-Boreas,255,0.0369,False
Aegis-Dawn,255,0.01196,False
Aegis-Elysium,255,0.14294,False
Boreas-Dawn,255,0.2184,False
Boreas-Elysium,255,0.08671,False
Boreas-Fenix,255,0.09352,False
Caelum-Dawn,255,0.05074,False
Caelum-Elysium,255,0.0573,False
Caelum-Fenix,255,0.15603,False
Dawn-Elysium,255,0.00785,False
Dawn-Fenix,255,0.0418,False
Elysium-Fenix,255,0.09585,False
Aegis-Boreas,256,0.02334,False
Aegis-Dawn,256,0.04773,False
Aegis-Elysium,256,0.15789,True
Boreas-Dawn,256,0.03978,False
Boreas-Elysium,256,0.0518,False
Boreas-Fenix,256,0.15634,False
Caelum-Dawn,256,0.0812,False
Caelum-Elysium,256,0.03172,False
Caelum-Fenix,256,0.06612,False
Dawn-Elysium,256,0.09874,False
Dawn-Fenix,256,0.14775,False
Elysium-Fenix,256,0.09759,False
Aegis-Boreas,257,0.0446,False
Aegis-Dawn,257,0.0197,False
Aegis-Elysium,257,0.01068,False
Boreas-Dawn,257,0.08907,False
Boreas-Elysium,257,0.01717,False
Boreas-Fenix,257,0.09474,False
Caelum-Dawn,257,0.0213,False
Caelum-Elysium,257,0.17231,False
Caelum-Fenix,257,,False
Dawn-Elysium,257,0.00603,False
Dawn-Fenix,257,0.15433,False
Elysium-Fenix,257,0.26649,False
Aegis-Boreas,258,0.11372,False
Aegis-Dawn,258,0.05916,False
Aegis-Elysium,258,0.02871,True
Boreas-Dawn,258,0.03209,False
Boreas-Elysium,258,0.05363,False
Boreas-Fenix,258,0.16892,False
Caelum-Dawn,258,0.04116,False
Caelum-Elysium,258,0.05907,False
Caelum-Fenix,258,0.11039,False
Dawn-Elysium,258,0.0558,False
Dawn-Fenix,258,0.27332,True
Elysium-Fenix,258,0.00403,False
Aegis-Boreas,259,0.00753,True
Aegis-Dawn,259,0.11137,False
Aegis-Elysium,259,0.21176,True
Boreas-Dawn,259,0.12662,False
Boreas-Elysium,259,0.05366,False
Boreas-Fenix,259,0.17058,False
Caelum-Dawn,259,,False
Caelum-Elysium,259,0.04862,False
Caelum-Fenix,259,0.04499,False
Dawn-Elysium,259,0.04639,False
Dawn-Fenix,259,0.01773,False
Elysium-Fenix,259,0.02992,False
Aegis-Boreas,260,0.03888,False
Aegis-Dawn,260,0.18198,False
Aegis-Elysium,260,0.08204,True
Boreas-Dawn,260,0.08611,False
Boreas-Elysium,260,0.05235,False
Boreas-Fenix,260,0.07907,False
Caelum-Dawn,260,,False
Caelum-Elysium,260,0.16448,False
Caelum-Fenix,260,0.08147,False
Dawn-Elysium,260,0.00956,False
Dawn-Fenix,260,0.15067,False
Elysium-Fenix,260,0.06567,False
Aegis-Boreas,261,0.12598,False
Aegis-Dawn,261,0.01557,False
Aegis-Elysium,261,0.04282,False
Boreas-Dawn,261,0.137,False
Boreas-Elysium,261,0.10249,True
Boreas-Fenix,261,0.00301,False
Caelum-Dawn,261,0.05373,False
Caelum-Elysium,261,0.00799,False
Caelum-Fenix,261,0.22652,False
Dawn-Elysium,261,0.04565,False
Dawn-Fenix,261,0.14142,True
Elysium-Fenix,261,0.09783,False
Aegis-Boreas,262,0.01795,False
Aegis-Dawn,262,0.16134,False
Aegis-Elysium,262,0.07347,False
Boreas-Dawn,262,0.11705,False
Boreas-Elysium,262,0.05735,False
Boreas-Fenix,262,0.1803,False
Caelum-Dawn,262,0.0144,False
Caelum-Elysium,262,0.10626,False
Caelum-Fenix,262,0.08791,True
Dawn-Elysium,262,0.00472,False
Dawn-Fenix,262,0.07553,False
Elysium-Fenix,262,0.10373,False
Aegis-Boreas,263,0.00012,False
Aegis-Dawn,263,0.11052,False
Aegis-Elysium,263,0.01723,False
Boreas-Dawn,263,0.07658,False
Boreas-Elysium,263,0.10076,False
Boreas-Fenix,263,,False
Caelum-Dawn,263,0.00803,False
Caelum-Elysium,263,0.27581,True
Caelum-Fenix,263,0.02763,False
Dawn-Elysium,263,0.05692,False
Dawn-Fenix,263,0.09447,False
Elysium-Fenix,263,0.02692,False
Aegis-Boreas,264,0.0427,False
Aegis-Dawn,264,0.047,False
Aegis-Elysium,264,0.00111,False
Boreas-Dawn,264,,False
Boreas-Elysium,264,0.14954,False
Boreas-Fenix,264,0.01348,False
Caelum-Dawn,264,0.21705,False
Caelum-Elysium,264,0.12802,True
Caelum-Fenix,264,0.00556,False
Dawn-Elysium,264,0.07349,False
Dawn-Fenix,264,0.17145,False
Elysium-Fenix,264,0.01585,False
Aegis-Boreas,265,,False
Aegis-Dawn,265,0.01427,False
Aegis-Elysium,265,0.21323,False
Boreas-Dawn,265,0.03205,False
Boreas-Elysium,265,0.02407,False
Boreas-Fenix,265,0.01855,False
Caelum-Dawn,265,0.30498,False
Caelum-Elysium,265,0.01269,False
Caelum-Fenix,265,0.01268,False
Dawn-Elysium,265,0.08071,False
Dawn-Fenix,265,0.08433,False
Elysium-Fenix,265,0.18681,False
Aegis-Boreas,266,0.1243,True
Aegis-Dawn,266,0.10574,False
Aegis-Elysium,266,0.05448,False
Boreas-Dawn,266,0.0144,False
Boreas-Elysium,266,0.14568,False
Boreas-Fenix,266,0.07908,False
Caelum-Dawn,266,0.14796,False
Caelum-Elysium,266,0.03478,False
Caelum-Fenix,266,0.02401,False
Dawn-Elysium,266,0.11818,False
Dawn-Fenix,266,,False
Elysium-Fenix,266,0.11352,False
Aegis-Boreas,267,0.06238,False
Aegis-Dawn,267,0.07496,False
Aegis-Elysium,267,0.12276,False
Boreas-Dawn,267,0.03443,True
Boreas-Elysium,267,0.09748,False
Boreas-Fenix,267,0.09791,False
Caelum-Dawn,267,0.03265,False
Caelum-Elysium,267,0.07501,False
Caelum-Fenix,267,0.07518,False
Dawn-Elysium,267,0.01452,False
Dawn-Fenix,267,0.01658,False
Elysium-Fenix,267,0.29615,False
Aegis-Boreas,268,0.07012,False
Aegis-Dawn,268,0.09892,False
Aegis-Elysium,268,0.35601,False
Boreas-Dawn,268,0.00708,False
Boreas-Elysium,268,0.10051,False
Boreas-Fenix,268,0.1573,False
Caelum-Dawn,268,0.03227,False
Caelum-Elysium,268,0.07965,False
Caelum-Fenix,268,0.03218,False
Dawn-Elysium,268,0.00334,False
Dawn-Fenix,268,0.0124,False
Elysium-Fenix,268,0.05021,False
Aegis-Boreas,269,0.00156,False
Aegis-Dawn,269,0.04886,False
Aegis-Elysium,269,0.28938,False
Boreas-Dawn,269,0.04431,False
Boreas-Elysium,269,0.00893,False
Boreas-Fenix,269,0.10628,False
Caelum-Dawn,269,0.00522,False
Caelum-Elysium,269,0.01645,False
Caelum-Fenix,269,0.11752,False
Dawn-Elysium,269,0.09374,True
Dawn-Fenix,269,0.25358,True
Elysium-Fenix,269,0.01417,False
Aegis-Boreas,270,0.02344,False
Aegis-Dawn,270,0.03928,False
Aegis-Elysium,270,0.04756,True
Boreas-Dawn,270,0.18378,False
Boreas-Elysium,270,0.07783,False
Boreas-Fenix,270,0.00132,False
Caelum-Dawn,270,0.05875,False
Caelum-Elysium,270,0.22074,False
Caelum-Fenix,270,0.0776,False
Dawn-Elysium,270,0.22175,False
Dawn-Fenix,270,0.00817,False
Elysium-Fenix,270,0.03978,False
Aegis-Boreas,271,0.15732,False
Aegis-Dawn,271,0.02605,False
Aegis-Elysium,271,0.017,False
Boreas-Dawn,271,0.0201,False
Boreas-Elysium,271,0.09375,False
Boreas-Fenix,271,0.10676,True
Caelum-Dawn,271,0.07817,False
Caelum-Elysium,271,0.01435,False
Caelum-Fenix,271,0.06865,False
Dawn-Elysium,271,0.04536,False
Dawn-Fenix,271,0.22032,True
Elysium-Fenix,271,0.15217,False
Aegis-Boreas,272,0.11869,False
Aegis-Dawn,272,,False
Aegis-Elysium,272,0.17985,True
Boreas-Dawn,272,0.04288,False
Boreas-Elysium,272,0.17026,False
Boreas-Fenix,272,0.02149,False
Caelum-Dawn,272,0.19047,False
Caelum-Elysium,272,0.05364,False
Caelum-Fenix,272,0.04482,False
Dawn-Elysium,272,0.02559,False
Dawn-Fenix,272,0.12519,False
Elysium-Fenix,272,0.02469,False
Aegis-Boreas,273,0.2336,True
Aegis-Dawn,273,0.0797,False
Aegis-Elysium,273,0.02823,False
Boreas-Dawn,273,0.02637,False
Boreas-Elysium,273,0.06169,False
Boreas-Fenix,273,0.14762,False
Caelum-Dawn,273,0.17698,False
Caelum-Elysium,273,0.11403,True
Caelum-Fenix,273,0.05293,True
Dawn-Elysium,273,0.02385,True
Dawn-Fenix,273,0.01755,False
Elysium-Fenix,273,0.03744,False
Aegis-Boreas,274,0.02792,False
Aegis-Dawn,274,0.13532,False
Aegis-Elysium,274,0.0934,False
Boreas-Dawn,274,0.0515,False
Boreas-Elysium,274,0.08727,False
Boreas-Fenix,274,0.03557,False
Caelum-Dawn,274,0.0414,False
Caelum-Elysium,274,0.07009,False
Caelum-Fenix,274,0.12973,False
Dawn-Elysium,274,0.07712,False
Dawn-Fenix,274,0.10847,False
Elysium-Fenix,274,0.14221,False
Aegis-Boreas,275,0.02276,False
Aegis-Dawn,275,0.06605,True
Aegis-Elysium,275,0.01884,False
Boreas-Dawn,275,0.17987,False
Boreas-Elysium,275,0.07642,False
Boreas-Fenix,275,0.00125,False
Caelum-Dawn,275,0.11113,False
Caelum-Elysium,275,0.09914,False
Caelum-Fenix,275,0.01457,False
Dawn-Elysium,275,0.08632,False
Dawn-Fenix,275,0.01532,False
Elysium-Fenix,275,0.30835,False
Aegis-Boreas,276,0.09821,False
Aegis-Dawn,276,0.0316,False
Aegis-Elysium,276,0.04133,False
Boreas-Dawn,276,0.01687,True
Boreas-Elysium,276,0.34384,False
Boreas-Fenix,276,0.05966,False
Caelum-Dawn,276,0.08461,False
Caelum-Elysium,276,0.14009,False
Caelum-Fenix,276,0.01072,False
Dawn-Elysium,276,0.06796,False
Dawn-Fenix,276,0.07651,False
Elysium-Fenix,276,0.0286,False
Aegis-Boreas,277,0.13772,False
Aegis-Dawn,277,0.26234,True
Aegis-Elysium,277,0.07022,False
Boreas-Dawn,277,0.05019,False
Boreas-Elysium,277,0.08331,False
Boreas-Fenix,277,0.00884,False
Caelum-Dawn,277,0.19232,False
Caelum-Elysium,277,0.06816,False
Caelum-Fenix,277,0.05762,False
Dawn-Elysium,277,0.0487,False
Dawn-Fenix,277,0.00111,False
Elysium-Fenix,277,0.01947,False
Aegis-Boreas,278,0.0442,False
Aegis-Dawn,278,0.00225,False
Aegis-Elysium,278,0.00876,False
Boreas-Dawn,278,0.03509,False
Boreas-Elysium,278,0.07932,False
Boreas-Fenix,278,0.16854,False
Caelum-Dawn,278,0.05242,False
Caelum-Elysium,278,0.17615,False
Caelum-Fenix,278,0.01801,False
Dawn-Elysium,278,0.2026,False
Dawn-Fenix,278,0.16768,False
Elysium-Fenix,278,0.04499,False
Aegis-Boreas,279,0.01269,False
Aegis-Dawn,279,0.00368,False
Aegis-Elysium,279,0.01996,False
Boreas-Dawn,279,0.0555,False
Boreas-Elysium,279,0.10591,False
Boreas-Fenix,279,0.05519,False
Caelum-Dawn,279,0.22075,False
Caelum-Elysium,279,0.05823,False
Caelum-Fenix,279,0.10296,False
Dawn-Elysium,279,0.10417,False
Dawn-Fenix,279,0.1318,False
Elysium-Fenix,279,0.12915,False
Aegis-Boreas,280,0.19002,False
Aegis-Dawn,280,0.2402,False
Aegis-Elysium,280,,False
Boreas-Dawn,280,0.0385,False
Boreas-Elysium,280,0.00339,False
Boreas-Fenix,280,0.00345,False
Caelum-Dawn,280,0.04482,False
Caelum-Elysium,280,0.09856,False
Caelum-Fenix,280,0.08528,False
Dawn-Elysium,280,0.01796,False
Dawn-Fenix,280,0.22605,False
Elysium-Fenix,280,0.01025,False
Aegis-Boreas,281,0.01552,False
Aegis-Dawn,281,0.09899,False
Aegis-Elysium,281,0.08464,False
Boreas-Dawn,281,0.07663,False
Boreas-Elysium,281,0.00447,False
Boreas-Fenix,281,0.01102,False
Caelum-Dawn,281,0.05214,False
Caelum-Elysium,281,0.18523,False
Caelum-Fenix,281,0.04958,False
Dawn-Elysium,281,0.15701,False
Dawn-Fenix,281,0.16151,False
Elysium-Fenix,281,,False
Aegis-Boreas,282,0.0575,False
Aegis-Dawn,282,0.23658,True
Aegis-Elysium,282,0.05348,False
Boreas-Dawn,282,0.07966,True
Boreas-Elysium,282,0.03676,False
Boreas-Fenix,282,0.10673,False
Caelum-Dawn,282,0.09201,False
Caelum-Elysium,282,0.13709,False
Caelum-Fenix,282,0.03825,False
Dawn-Elysium,282,0.03968,False
Dawn-Fenix,282,0.01607,False
Elysium-Fenix,282,0.10619,False
Aegis-Boreas,283,0.01716,False
Aegis-Dawn,283,0.02116,False
Aegis-Elysium,283,0.03632,False
Boreas-Dawn,283,0.1859,False
Boreas-Elysium,283,0.22644,False
Boreas-Fenix,283,0.06105,False
Caelum-Dawn,283,0.25969,True
Caelum-Elysium,283,0.08253,False
Caelum-Fenix,283,0.06216,False
Dawn-Elysium,283,0.00341,False
Dawn-Fenix,283,0.00838,False
Elysium-Fenix,283,0.03581,False
Aegis-Boreas,284,0.03726,False
Aegis-Dawn,284,0.05834,False
Aegis-Elysium,284,0.22522,False
Boreas-Dawn,284,0.26828,False
Boreas-Elysium,284,0.02449,False
Boreas-Fenix,284,0.02741,False
Caelum-Dawn,284,0.03752,False
Caelum-Elysium,284,0.03596,False
Caelum-Fenix,284,0.10556,False
Dawn-Elysium,284,0.07293,False
Dawn-Fenix,284,0.0048,False
Elysium-Fenix,284,0.10224,False
Aegis-Boreas,285,0.17235,False
Aegis-Dawn,285,0.00686,False
Aegis-Elysium,285,0.05165,False
Boreas-Dawn,285,0.10974,False
Boreas-Elysium,285,0.17469,True
Boreas-Fenix,285,0.03864,False
Caelum-Dawn,285,0.02435,False
Caelum-Elysium,285,0.01933,False
Caelum-Fenix,285,0.02162,False
Dawn-Elysium,285,0.23337,False
Dawn-Fenix,285,0.06216,False
Elysium-Fenix,285,0.08525,False
Aegis-Boreas,286,0.04865,False
Aegis-Dawn,286,0.03622,False
Aegis-Elysium,286,0.21335,False
Boreas-Dawn,286,0.04218,False
Boreas-Elysium,286,0.02168,False
Boreas-Fenix,286,0.06809,False
Caelum-Dawn,286,0.20467,False
Caelum-Elysium,286,0.10161,False
Caelum-Fenix,286,0.06042,False
Dawn-Elysium,286,0.10298,False
Dawn-Fenix,286,0.02302,False
Elysium-Fenix,286,0.07714,False
Aegis-Boreas,287,0.063,False
Aegis-Dawn,287,0.00239,False
Aegis-Elysium,287,,False
Boreas-Dawn,287,0.15348,False
Boreas-Elysium,287,0.05783,False
Boreas-Fenix,287,0.06504,False
Caelum-Dawn,287,0.44623,False
Caelum-Elysium,287,0.17418,False
Caelum-Fenix,287,0.00491,False
Dawn-Elysium,287,0.01164,False
Dawn-Fenix,287,0.00581,False
Elysium-Fenix,287,0.00338,False
Aegis-Boreas,288,0.19204,False
Aegis-Dawn,288,0.00453,False
Aegis-Elysium,288,0.11805,False
Boreas-Dawn,288,0.05114,False
Boreas-Elysium,288,0.15535,True
Boreas-Fenix,288,0.01759,True
Caelum-Dawn,288,0.00509,False
Caelum-Elysium,288,,False
Caelum-Fenix,288,0.10355,False
Dawn-Elysium,288,0.068,False
Dawn-Fenix,288,0.24726,False
Elysium-Fenix,288,0.02578,False
Aegis-Boreas,289,0.09108,False
Aegis-Dawn,289,0.02693,False
Aegis-Elysium,289,0.00845,False
Boreas-Dawn,289,0.00533,False
Boreas-Elysium,289,0.001,False
Boreas-Fenix,289,0.09046,False
Caelum-Dawn,289,0.24229,False
Caelum-Elysium,289,0.03616,False
Caelum-Fenix,289,0.028,False
Dawn-Elysium,289,0.0975,False
Dawn-Fenix,289,,False
Elysium-Fenix,289,0.05771,False
Aegis-Boreas,290,0.04693,False
Aegis-Dawn,290,0.02254,False
Aegis-Elysium,290,0.14076,False
Boreas-Dawn,290,0.11931,False
Boreas-Elysium,290,0.16933,False
Boreas-Fenix,290,0.00757,False
Caelum-Dawn,290,0.04777,False
Caelum-Elysium,290,0.017,False
Caelum-Fenix,290,0.22005,False
Dawn-Elysium,290,,False
Dawn-Fenix,290,0.04917,True
Elysium-Fenix,290,0.11891,False
Aegis-Boreas,291,0.10873,False
Aegis-Dawn,291,0.00084,False
Aegis-Elysium,291,0.10332,False
Boreas-Dawn,291,0.02089,False
Boreas-Elysium,291,0.14027,False
Boreas-Fenix,291,0.01063,False
Caelum-Dawn,291,0.04607,False
Caelum-Elysium,291,0.14386,False
Caelum-Fenix,291,0.11648,False
Dawn-Elysium,291,0.08238,False
Dawn-Fenix,291,0.21756,True
Elysium-Fenix,291,0.00897,False
Aegis-Boreas,292,0.0701,True
Aegis-Dawn,292,0.0256,False
Aegis-Elysium,292,0.27274,False
Boreas-Dawn,292,0.01345,True
Boreas-Elysium,292,0.12777,False
Boreas-Fenix,292,0.15316,False
Caelum-Dawn,292,0.00082,False
Caelum-Elysium,292,0.01476,False
Caelum-Fenix,292,0.04852,False
Dawn-Elysium,292,0.1001,False
Dawn-Fenix,292,0.02662,False
Elysium-Fenix,292,0.14635,False
Aegis-Boreas,293,0.02882,False
Aegis-Dawn,293,0.0618,False
Aegis-Elysium,293,0.06553,False
Boreas-Dawn,293,0.13904,True
Boreas-Elysium,293,0.14982,False
Boreas-Fenix,293,0.01285,False
Caelum-Dawn,293,0.30946,False
Caelum-Elysium,293,0.02524,False
Caelum-Fenix,293,0.01364,False
Dawn-Elysium,293,0.11023,False
Dawn-Fenix,293,0.0199,False
Elysium-Fenix,293,0.06365,False
Aegis-Boreas,294,0.27142,False
Aegis-Dawn,294,0.06629,False
Aegis-Elysium,294,0.15268,True
Boreas-Dawn,294,0.14013,False
Boreas-Elysium,294,0.05543,False
Boreas-Fenix,294,0.03638,False
Caelum-Dawn,294,0.03527,False
Caelum-Elysium,294,0.02689,False
Caelum-Fenix,294,0.1079,False
Dawn-Elysium,294,0.06268,False
Dawn-Fenix,294,0.02829,False
Elysium-Fenix,294,0.01664,False
Aegis-Boreas,295,0.14489,False
Aegis-Dawn,295,0.082,False
Aegis-Elysium,295,0.08009,False
Boreas-Dawn,295,0.00498,False
Boreas-Elysium,295,0.07575,False
Boreas-Fenix,295,0.01814,False
Caelum-Dawn,295,0.04758,True
Caelum-Elysium,295,0.1297,False
Caelum-Fenix,295,0.08852,False
Dawn-Elysium,295,0.26487,False
Dawn-Fenix,295,0.04076,True
Elysium-Fenix,295,0.02272,True
Aegis-Boreas,296,0.06709,False
Aegis-Dawn,296,0.14737,True
Aegis-Elysium,296,0.08763,False
Boreas-Dawn,296,0.06628,False
Boreas-Elysium,296,0.02322,False
Boreas-Fenix,296,0.08251,False
Caelum-Dawn,296,0.0482,False
Caelum-Elysium,296,0.00358,False
Caelum-Fenix,296,0.0767,False
Dawn-Elysium,296,0.05803,False
Dawn-Fenix,296,0.19124,False
Elysium-Fenix,296,0.14816,False
Aegis-Boreas,297,0.22976,False
Aegis-Dawn,297,0.03945,False
Aegis-Elysium,297,0.02575,False
Boreas-Dawn,297,0.0649,False
Boreas-Elysium,297,0.16516,False
Boreas-Fenix,297,0.0465,False
Caelum-Dawn,297,0.0369,False
Caelum-Elysium,297,0.07739,False
Caelum-Fenix,297,0.23193,False
Dawn-Elysium,297,0.03537,False
Dawn-Fenix,297,0.01959,False
Elysium-Fenix,297,0.0273,False
Aegis-Boreas,298,,False
Aegis-Dawn,298,0.04629,False
Aegis-Elysium,298,0.10123,False
Boreas-Dawn,298,0.07271,False
Boreas-Elysium,298,0.01358,False
Boreas-Fenix,298,0.00104,False
Caelum-Dawn,298,0.00403,False
Caelum-Elysium,298,0.04718,True
Caelum-Fenix,298,0.42915,False
Dawn-Elysium,298,0.06553,False
Dawn-Fenix,298,,False
Elysium-Fenix,298,0.07603,False
Aegis-Boreas,299,0.01431,False
Aegis-Dawn,299,0.10802,False
Aegis-Elysium,299,0.13521,False
Boreas-Dawn,299,0.25855,False
Boreas-Elysium,299,0.02624,False
Boreas-Fenix,299,0.07516,False
Caelum-Dawn,299,0.01019,False
Caelum-Elysium,299,0.01,False
Caelum-Fenix,299,0.0174,False
Dawn-Elysium,299,0.1498,False
Dawn-Fenix,299,0.11306,False
Elysium-Fenix,299,0.08207,False
Aegis-Boreas,300,0.13293,False
Aegis-Dawn,300,0.22009,False
Aegis-Elysium,300,0.13162,False
Boreas-Dawn,300,0.04295,False
Boreas-Elysium,300,0.01648,False
Boreas-Fenix,300,0.00664,False
Caelum-Dawn,300,0.1744,False
Caelum-Elysium,300,0.0171,False
Caelum-Fenix,300,0.06392,False
Dawn-Elysium,300,0.04274,False
Dawn-Fenix,300,0.08303,False
Elysium-Fenix,300,0.0681,False
Aegis-Boreas,301,0.05331,False
Aegis-Dawn,301,0.02106,True
Aegis-Elysium,301,0.18907,False
Boreas-Dawn,301,0.01074,False
Boreas-Elysium,301,0.1915,False
Boreas-Fenix,301,0.04171,False
Caelum-Dawn,301,0.08153,False
Caelum-Elysium,301,0.35296,False
Caelum-Fenix,301,0.01775,False
Dawn-Elysium,301,0.00643,False
Dawn-Fenix,301,0.00495,False
Elysium-Fenix,301,0.02899,False
Aegis-Boreas,302,0.02904,False
Aegis-Dawn,302,0.00062,False
Aegis-Elysium,302,0.29398,False
Boreas-Dawn,302,0.05254,False
Boreas-Elysium,302,0.10182,False
Boreas-Fenix,302,0.02359,False
Caelum-Dawn,302,0.03428,False
Caelum-Elysium,302,0.05805,False
Caelum-Fenix,302,0.1489,True
Dawn-Elysium,302,0.02834,False
Dawn-Fenix,302,0.02856,False
Elysium-Fenix,302,0.2003,False
Aegis-Boreas,303,,False
Aegis-Dawn,303,0.02769,False
Aegis-Elysium,303,0.25248,False
Boreas-Dawn,303,0.0189,False
Boreas-Elysium,303,,False
Boreas-Fenix,303,0.07249,False
Caelum-Dawn,303,0.1787,False
Caelum-Elysium,303,0.20734,False
Caelum-Fenix,303,0.06083,False
Dawn-Elysium,303,0.07563,False
Dawn-Fenix,303,0.0027,False
Elysium-Fenix,303,0.0079,False
Aegis-Boreas,304,0.00119,False
Aegis-Dawn,304,0.09103,False
Aegis-Elysium,304,0.00065,False
Boreas-Dawn,304,0.01314,False
Boreas-Elysium,304,0.21939,False
Boreas-Fenix,304,0.02283,False
Caelum-Dawn,304,0.03625,False
Caelum-Elysium,304,0.03224,False
Caelum-Fenix,304,0.13805,False
Dawn-Elysium,304,0.03164,False
Dawn-Fenix,304,0.07256,False
Elysium-Fenix,304,0.34101,False
Aegis-Boreas,305,0.01296,False
Aegis-Dawn,305,0.01529,False
Aegis-Elysium,305,0.10493,False
Boreas-Dawn,305,0.12526,False
Boreas-Elysium,305,,False
Boreas-Fenix,305,0.0579,False
Caelum-Dawn,305,0.04922,False
Caelum-Elysium,305,0.03551,False
Caelum-Fenix,305,0.06828,False
Dawn-Elysium,305,0.09291,False
Dawn-Fenix,305,0.01087,False
Elysium-Fenix,305,0.16652,False
Aegis-Boreas,306,0.12436,False
Aegis-Dawn,306,,False
Aegis-Elysium,306,0.03089,False
Boreas-Dawn,306,0.00895,False
Boreas-Elysium,306,0.03055,False
Boreas-Fenix,306,0.21408,False
Caelum-Dawn,306,0.0834,False
Caelum-Elysium,306,0.04675,False
Caelum-Fenix,306,0.01902,False
Dawn-Elysium,306,0.07302,False
Dawn-Fenix,306,0.2286,False
Elysium-Fenix,306,0.05672,False
Aegis-Boreas,307,0.05442,False
Aegis-Dawn,307,0.03013,False
Aegis-Elysium,307,0.14679,False
Boreas-Dawn,307,0.10504,False
Boreas-Elysium,307,0.04435,False
Boreas-Fenix,307,,False
Caelum-Dawn,307,0.04196,False
Caelum-Elysium,307,0.0991,False
Caelum-Fenix,307,0.00548,False
Dawn-Elysium,307,0.083,False
Dawn-Fenix,307,0.1214,False
Elysium-Fenix,307,0.11304,False
Aegis-Boreas,308,0.10782,False
Aegis-Dawn,308,0.04284,False
Aegis-Elysium,308,0.05335,False
Boreas-Dawn,308,0.29648,True
Boreas-Elysium,308,0.04356,False
Boreas-Fenix,308,0.03875,False
Caelum-Dawn,308,0.01413,False
Caelum-Elysium,308,0.05582,False
Caelum-Fenix,308,0.14386,False
Dawn-Elysium,308,0.05813,False
Dawn-Fenix,308,0.03382,False
Elysium-Fenix,308,0.11144,False
Aegis-Boreas,309,0.00358,False
Aegis-Dawn,309,0.10524,False
Aegis-Elysium,309,0.10849,False
Boreas-Dawn,309,0.01811,False
Boreas-Elysium,309,0.13074,False
Boreas-Fenix,309,0.11929,False
Caelum-Dawn,309,,False
Caelum-Elysium,309,0.08916,False
Caelum-Fenix,309,0.01103,False
Dawn-Elysium,309,0.1359,False
Dawn-Fenix,309,0.02912,False
Elysium-Fenix,309,0.08891,False
Aegis-Boreas,310,0.02588,False
Aegis-Dawn,310,0.08969,False
Aegis-Elysium,310,0.02251,False
Boreas-Dawn,310,0.12929,False
Boreas-Elysium,310,0.14636,True
Boreas-Fenix,310,0.12882,False
Caelum-Dawn,310,0.09049,False
Caelum-Elysium,310,0.03836,False
Caelum-Fenix,310,0.24408,True
Dawn-Elysium,310,0.02924,False
Dawn-Fenix,310,,False
Elysium-Fenix,310,0.01129,False
Aegis-Boreas,311,0.10465,False
Aegis-Dawn,311,0.24569,False
Aegis-Elysium,311,0.20801,False
Boreas-Dawn,311,0.09938,False
Boreas-Elysium,311,0.0509,False
Boreas-Fenix,311,0.13312,False
Caelum-Dawn,311,0.00265,False
Caelum-Elysium,311,0.07965,False
Caelum-Fenix,311,0.02583,False
Dawn-Elysium,311,,False
Dawn-Fenix,311,0.03383,False
Elysium-Fenix,311,0.00188,False
Aegis-Boreas,312,0.01845,False
Aegis-Dawn,312,0.00239,False
Aegis-Elysium,312,0.00726,False
Boreas-Dawn,312,0.16287,False
Boreas-Elysium,312,0.08386,False
Boreas-Fenix,312,0.22968,True
Caelum-Dawn,312,0.11008,False
Caelum-Elysium,312,0.00699,False
Caelum-Fenix,312,0.2402,True
Dawn-Elysium,312,0.01763,False
Dawn-Fenix,312,0.07379,False
Elysium-Fenix,312,0.0468,False
Aegis-Boreas,313,0.09077,False
Aegis-Dawn,313,0.04863,False
Aegis-Elysium,313,0.0954,False
Boreas-Dawn,313,0.02149,True
Boreas-Elysium,313,0.03323,False
Boreas-Fenix,313,0.03375,False
Caelum-Dawn,313,0.07991,False
Caelum-Elysium,313,0.01473,False
Caelum-Fenix,313,0.07907,False
Dawn-Elysium,313,0.2603,False
Dawn-Fenix,313,0.11292,False
Elysium-Fenix,313,0.1298,False
